Doc Id	PMID		Sentence	Start Point	End Point	Length	Text	Notes	UMLS Code	UMLS Concept Name	Possible Alternative Codes		
809	9731533	1	Mutations in APC are classically associated with familial adenomatous polyposis (FAP), a highly penetrant autosomal dominant disorder characterized by multiple intestinal polyps and, without surgical intervention, the development of colorectal cancer CRC.	234	250	17	colorectal cancer	textual	[C0009402]  [C1527249]	Carcinoma of the Large Intestine, Colorectal Cancer			
810	9733027	1	Friedreich ataxia is usually caused by an expansion of a GAA trinucleotide repeat in intron 1 of the FRDA gene.	1	17	17	Friedreich ataxia	textual	[ C0016719 ]	Friedreich Ataxia			
811	9744473	1	Deficiency of arylsulfatase A (ARSA) enzyme activity causes metachromatic leukodystrophy MLD.	90	92	3	MLD	textual - yields annotated code, however, also yields 1 other	[ C0023522 ]	Leukodystrophy, Metachromatic			
811	9744473	1	Deficiency of arylsulfatase A (ARSA) enzyme activity causes metachromatic leukodystrophy MLD.	1	29	29	Deficiency of arylsulfatase A	textual	[ C0023522 ]	Leukodystrophy, Metachromatic			
811	9744473	1	Deficiency of arylsulfatase A (ARSA) enzyme activity causes metachromatic leukodystrophy MLD.	61	88	28	metachromatic leukodystrophy	textual	[ C0023522 ]	Leukodystrophy, Metachromatic			
812	9770531	1	To discover genes involved in von Hippel-Lindau (VHL)-mediated carcinogenesis, we used renal cell carcinoma cell lines stably transfected with wild-type VHL-expressing transgenes.	31	77	47	von Hippel-Lindau (VHL)-mediated carcinogenesis	textual	[ C0019562 ]	Von Hippel-Lindau Syndrome	C0596263 - Carcinogenesis		
812	9770531	1	To discover genes involved in von Hippel-Lindau (VHL)-mediated carcinogenesis, we used renal cell carcinoma cell lines stably transfected with wild-type VHL-expressing transgenes.	88	107	20	renal cell carcinoma	textual	[ C0007134 ]	Renal Cell Carcinoma			
813	9770531	4	Reintroduced wild-type VHL strongly inhibited the overexpression of the CA12 gene in the parental renal cell carcinoma cell lines.	99	118	20	renal cell carcinoma	textual	[ C0007134 ]	Renal Cell Carcinoma			
814	9771706	1	Wolfram syndrome (WFS; OMIM 222300) is an autosomal recessive neurodegenerative disorder defined by young-onset non-immune insulin-dependent diabetes mellitus and progressive optic atrophy.	19	21	3	WFS	textual - yields annotated code, however, also yields 2 others	[ C0043207 ]	Wolfram Syndrome			
814	9771706	1	Wolfram syndrome (WFS; OMIM 222300) is an autosomal recessive neurodegenerative disorder defined by young-onset non-immune insulin-dependent diabetes mellitus and progressive optic atrophy.	1	16	16	Wolfram syndrome	textual	[ C0043207 ]	Wolfram Syndrome			
814	9771706	1	Wolfram syndrome (WFS; OMIM 222300) is an autosomal recessive neurodegenerative disorder defined by young-onset non-immune insulin-dependent diabetes mellitus and progressive optic atrophy.	43	88	46	autosomal recessive neurodegenerative disorder	textual - yields annotated code, however, also yields Neurodegenerative Disorders Pathway [C1522560]	[C0524851]	Neurodegenerative Disorders	C0265388 - Autosomal recessive hereditary disorder		
814	9771706	1	Wolfram syndrome (WFS; OMIM 222300) is an autosomal recessive neurodegenerative disorder defined by young-onset non-immune insulin-dependent diabetes mellitus and progressive optic atrophy.	101	149	49	young-onset non-immune insulin-dependent diabetes	intuitive: text is stating the the early onset of a specific disease	[C0011854]	Diabetes Mellitus, Insulin-Dependent	[ C0814120 ]early disease onset		
814	9771706	1	Wolfram syndrome (WFS; OMIM 222300) is an autosomal recessive neurodegenerative disorder defined by young-onset non-immune insulin-dependent diabetes mellitus and progressive optic atrophy.	176	188	13	optic atrophy	textual	[ C0029124 ]	Optic Atrophy			
815	9774970	1	BRCA1 and BRCA2 account for most cases of familial, early onset breast and/or ovarian cancer and encode products that each interact with hRAD51.	43	92	50	familial, early onset breast and/or ovarian cancer	intuitive: list is present search of "familial breast cancer" yields correct UMLS code	C0346153	Familial cancer of breast 	hereditary breast/ovarian cancer (BRCA1, BRCA2) - C0677776		
815	9774970	1	BRCA1 and BRCA2 account for most cases of familial, early onset breast and/or ovarian cancer and encode products that each interact with hRAD51.	43	92	50	familial, early onset breast and/or ovarian cancer	intuitive - list is present	C1833686	OVARIAN CANCER, FAMILIA	T0000018 - C0029925, C1140680 		
816	9790667	1	A novel C to A mutation in the sterol 27-hydroxylase gene (CYP27) was identified by sequencing amplified CYP27 gene products from a patient with cerebrotendinous xanthomatosis CTX.	177	179	3	CTX	textual - yields annotated code, however, also yields 2 others	[ C0238052 ]	Xanthomatosis, Cerebrotendinous			
816	9790667	1	A novel C to A mutation in the sterol 27-hydroxylase gene (CYP27) was identified by sequencing amplified CYP27 gene products from a patient with cerebrotendinous xanthomatosis CTX.	146	175	30	cerebrotendinous xanthomatosis	textual	[ C0238052 ]	Xanthomatosis, Cerebrotendinous			
817	9792409	1	Germline mutations in the ATM gene are responsible for the autosomal recessive disorder ataxia-telangiectasia A-T.	111	113	3	A-T	textual - yields wrong UMLS code	[ C0004135 ]	Ataxia Telangiectasia			
817	9792409	1	Germline mutations in the ATM gene are responsible for the autosomal recessive disorder ataxia-telangiectasia A-T.	89	109	21	ataxia-telangiectasia	textual	[ C0004135 ]	Ataxia Telangiectasia			
818	9792860	1	Autosomal recessive Alport syndrome is a progressive hematuric glomerulonephritis characterized by glomerular basement membrane abnormalities and associated with mutations in either the COL4A3 or the COL4A4 gene, which encode the alpha3 and alpha4 type IV collagen chains, respectively.	21	35	15	Alport syndrome	textual	[ C1567741 ]	Alport`s syndrome			
818	9792860	1	Autosomal recessive Alport syndrome is a progressive hematuric glomerulonephritis characterized by glomerular basement membrane abnormalities and associated with mutations in either the COL4A3 or the COL4A4 gene, which encode the alpha3 and alpha4 type IV collagen chains, respectively.	64	81	18	glomerulonephritis	textual	[ C0017658 ]	Glomerulonephritis			
819	9792860	3	We report here the complete characterization of the 48 exons of the COL4A4 gene, a comprehensive gene screen, and the subsequent detection of 10 novel mutations in eight patients diagnosed with autosomal recessive Alport syndrome.	215	229	15	Alport syndrome	textual	[ C1567741 ]	Alport`s syndrome			
820	9792861	1	We have identified four mutations in each of the breast cancer-susceptibility genes, BRCA1 and BRCA2, in French Canadian breast cancer and breast/ovarian cancer families from Quebec.	50	62	13	breast cancer	textual - yields 2 UMLS codes	[C0678222][C0006142]	Breast Carcinoma,  Malignant neoplasm of breast			
820	9792861	1	We have identified four mutations in each of the breast cancer-susceptibility genes, BRCA1 and BRCA2, in French Canadian breast cancer and breast/ovarian cancer families from Quebec.	122	134	13	breast cancer	textual - yields 2 UMLS codes	[C0678222][C0006142]	Breast Carcinoma,  Malignant neoplasm of breast			
820	9792861	1	We have identified four mutations in each of the breast cancer-susceptibility genes, BRCA1 and BRCA2, in French Canadian breast cancer and breast/ovarian cancer families from Quebec.	140	160	21	breast/ovarian cancer	intuitive: list is present. A search of "breast cancer" yields 2 UMLS codes	[C0678222][C0006142]	Breast Carcinoma,  Malignant neoplasm of breast			
820	9792861	1	We have identified four mutations in each of the breast cancer-susceptibility genes, BRCA1 and BRCA2, in French Canadian breast cancer and breast/ovarian cancer families from Quebec.	147	160	14	ovarian cancer	textual -  yields both UMLS codes.	[C1140680]  [C0029925]	Malignant neoplasm of ovary, Ovarian Carcinoma			
821	9792861	11	The identification of common BRCA1 and BRCA2 mutations will facilitate carrier detection in French Canadian breast cancer and breast/ovarian cancer families..	109	121	13	breast cancer	textual - yields 2 UMLS codes	[C0678222][C0006142]	Breast Carcinoma,  Malignant neoplasm of breast			
821	9792861	11	The identification of common BRCA1 and BRCA2 mutations will facilitate carrier detection in French Canadian breast cancer and breast/ovarian cancer families..	127	147	21	breast/ovarian cancer	intuitive: list is present. A search of "breast cancer" yields 2 UMLS codes	[C0678222][C0006142]	Breast Carcinoma,  Malignant neoplasm of breast			
821	9792861	11	The identification of common BRCA1 and BRCA2 mutations will facilitate carrier detection in French Canadian breast cancer and breast/ovarian cancer families..	134	147	14	ovarian cancer	textual -  yields both UMLS codes.	[C1140680]  [C0029925]	Malignant neoplasm of ovary, Ovarian Carcinoma			
822	9792861	7	The odds of detection of any of the four BRCA1 mutations was 18.7x greater if one or more cases of ovarian cancer were also present in the family.	100	113	14	ovarian cancer	textual -  yields both UMLS codes.	[C1140680]  [C0029925]	Malignant neoplasm of ovary, Ovarian Carcinoma			
823	9800909	1	Molecular study and neuropsychological analysis were performed concurrently on 49 patients with Duchenne muscular dystrophy (DMD) in order to find a molecular explanation for the cognitive impairment observed in most DMD patients.	126	128	3	DMD	textual - yields annotated code, however, also yields 3 others	[ C0013264 ]	Muscular Dystrophy, Duchenne			
823	9800909	1	Molecular study and neuropsychological analysis were performed concurrently on 49 patients with Duchenne muscular dystrophy (DMD) in order to find a molecular explanation for the cognitive impairment observed in most DMD patients.	218	220	3	DMD	textual - yields annotated code, however, also yields 3 others	[ C0013264 ]	Muscular Dystrophy, Duchenne			
823	9800909	1	Molecular study and neuropsychological analysis were performed concurrently on 49 patients with Duchenne muscular dystrophy (DMD) in order to find a molecular explanation for the cognitive impairment observed in most DMD patients.	97	123	27	Duchenne muscular dystrophy	textual	[ C0013264 ]	Muscular Dystrophy, Duchenne			
823	9800909	1	Molecular study and neuropsychological analysis were performed concurrently on 49 patients with Duchenne muscular dystrophy (DMD) in order to find a molecular explanation for the cognitive impairment observed in most DMD patients.	180	199	20	cognitive impairment	textual	[ C0338656 ]	Impaired cognition (finding)			
824	9831355	2	Interestingly, the I1307K APC polymorphism, associated with an increased risk of colorectal cancer, is also present in this family.	82	98	17	colorectal cancer	textual	[C0009402]  [C1527249]	Carcinoma of the Large Intestine, Colorectal Cancer			
825	9843038	1	Hereditary coproporphyria (HCP) is an autosomal dominant disease characterized by a deficiency of coproporphyrinogen oxidase (CPO) caused by a mutation in the CPO gene.	28	30	3	HCP	textual - does not yield annotated code	[C0162531]	Hereditary Coproporphyria			
825	9843038	1	Hereditary coproporphyria (HCP) is an autosomal dominant disease characterized by a deficiency of coproporphyrinogen oxidase (CPO) caused by a mutation in the CPO gene.	1	25	25	Hereditary coproporphyria	textual - yields annotated code, however, also yields 1 other	[C0162531]	Hereditary Coproporphyria			
825	9843038	1	Hereditary coproporphyria (HCP) is an autosomal dominant disease characterized by a deficiency of coproporphyrinogen oxidase (CPO) caused by a mutation in the CPO gene.	85	124	40	deficiency of coproporphyrinogen oxidase	textual	[C0162531]	Hereditary Coproporphyria			
826	9848786	6	Factor H deficiency is the only complement deficiency associated with HUS.	71	73	3	HUS	intuitive: "HUS" is defined as "hemolytic uremic syndrome" in the abstract.  A query of "HUS" does not yield correct UMLS code	[ C0019061 ]	Hemolytic-Uremic Syndrome			
826	9848786	6	Factor H deficiency is the only complement deficiency associated with HUS.	1	19	19	Factor H deficiency	textual					
827	9852676	1	The myotonic dystrophy (DM) mutation is an unstable (CTG)n repeat, present at a copy number of 5-37 repeats on normal chromosomes but amplified to 50-3000 copies on DM chromosomes.	25	26	2	DM	textual - yields correct UMLS code, however, also yields 8 others	[ C0027126 ]	Myotonic Dystrophy			
827	9852676	1	The myotonic dystrophy (DM) mutation is an unstable (CTG)n repeat, present at a copy number of 5-37 repeats on normal chromosomes but amplified to 50-3000 copies on DM chromosomes.	5	22	18	myotonic dystrophy	textual	[ C0027126 ]	Myotonic Dystrophy			
828	9856498	2	Meningococcal disease is endemic in the Cape and almost all pedigrees of total C6 deficiency (C6Q0) have been ascertained because of recurrent disease.	1	21	21	Meningococcal disease	textual	[ C0025303 ]	Meningococcal Infections			
828	9856498	2	Meningococcal disease is endemic in the Cape and almost all pedigrees of total C6 deficiency (C6Q0) have been ascertained because of recurrent disease.	80	92	13	C6 deficiency	intuitive: I believe "C6" is the abbreviation for "Complement 6", a search for "Complement 6 Deficiency" yields annotated UMLS code	[ C0398767 ]	Complement 6 deficiency			
829	9856499	1	Seven further molecular bases of C7 deficiency are described.	34	46	13	C7 deficiency	textual	[ C1864694 ]	COMPLEMENT COMPONENT 7 DEFICIENCY			
830	9861003	1	Bipolar affective disorder (BPAD; manic-depressive illness) is characterized by episodes of mania and/or hypomania interspersed with periods of depression.	29	32	4	BPAD	textual - does not yield annotated code, however also yields 5 codes having to do with "Major Effective Disorder	[C0005586]	Bipolar Disorder			
